Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY27,OUT049,2673.835596086433
NCP54,OUT013,2200.394425852197
NCZ41,OUT049,1975.0252369414686
DRL49,OUT013,2005.7042573571284
FDI05,OUT018,1437.8778210110468
FDY56,OUT045,4751.741684102544
DRC13,OUT013,2019.1317639215183
NCV29,OUT017,3097.8179855008534
FDR24,OUT049,1390.83832859206
FDZ34,OUT018,3359.040727295103
FDP37,OUT035,1868.4345979326831
FDX08,OUT027,5250.7590977363125
FDS57,OUT045,1905.2987470219082
NCG18,OUT049,1753.6638279486463
FDK25,OUT018,2597.7789759137563
FDH53,OUT049,1460.5686123865194
DRI59,OUT018,3329.5503940006297
FDA52,OUT046,2308.3145766578523
FDT20,OUT010,72.8777097557718
FDE36,OUT019,416.94495988909176
FDI24,OUT017,2987.1448258168216
FDB28,OUT018,2845.452024527466
FDV11,OUT017,3006.4354462452106
FDP01,OUT046,2297.483790998471
FDD34,OUT027,4223.912160533754
FDJ50,OUT027,1247.341182092332
FDZ44,OUT013,1852.892578148175
DRO59,OUT035,1266.7139248373699
DRB48,OUT045,626.7386202549684
FDR21,OUT018,2818.3115023012847
NCE42,OUT010,517.9000663055034
FDO23,OUT046,1459.1332924433887
NCE30,OUT018,3077.4176581337256
FDQ22,OUT035,521.833454845581
FDY01,OUT045,1999.1329895282277
FDS08,OUT017,2105.5260115593815
FDG28,OUT018,2532.9952026554615
FDQ51,OUT018,678.042181588265
FDB05,OUT017,4472.980721875586
FDO56,OUT049,1849.4956501760898
FDE02,OUT018,1249.8984851508364
FDN45,OUT017,4006.3214851944563
FDS09,OUT013,666.8656504459157
NCA54,OUT018,2848.1690721472046
FDP09,OUT010,487.3348085816593
FDC53,OUT045,1322.112480262206
NCM55,OUT017,3052.6497047356484
FDL09,OUT018,2449.6638071184957
FDA11,OUT019,235.60644722351074
FDA50,OUT045,1496.4007933664514
FDC23,OUT017,3207.214503932148
FDE22,OUT049,2764.72518037763
FDD23,OUT046,3300.954436399069
NCA29,OUT049,3217.6764175966296
FDK38,OUT046,1947.1547135179844
DRC13,OUT046,2105.702619408386
NCP43,OUT049,2667.8912983510286
FDX28,OUT049,1585.2810044360826
FDF08,OUT049,1523.59301234331
FDZ33,OUT046,2462.4830640302202
FDD10,OUT049,2484.2542310651324
FDO58,OUT017,2780.4067977149366
FDI50,OUT017,4040.0538191546116
FDO58,OUT045,2571.135475297252
FDX08,OUT013,3399.998122405147
NCK17,OUT010,67.82951124451718
FDF39,OUT035,4282.956696163279
FDU45,OUT010,271.0537070232836
NCJ18,OUT018,1815.5178537621118
DRC27,OUT019,573.7363282327096
DRC25,OUT035,1595.4584841879482
FDU59,OUT035,2249.3929754604637
FDU28,OUT035,3127.325358235531
NCP30,OUT046,627.7155228591512
FDB39,OUT018,783.1224192760861
FDE41,OUT013,1214.6333487257123
DRH11,OUT010,156.84719342972753
FDA58,OUT045,3475.7607923955743
FDU50,OUT046,1679.5244381438642
FDM34,OUT013,2209.7639343378128
FDM44,OUT027,2555.0588695949837
FDR39,OUT045,3013.3191332620067
FDM25,OUT045,3172.2955688921165
FDQ49,OUT049,2672.270500373823
DRH25,OUT018,804.0576153155866
FDM09,OUT027,3946.021502692858
FDL44,OUT019,427.1033171585789
NCR42,OUT018,416.0773363383566
DRL59,OUT046,869.1673559089262
FDX43,OUT013,2290.822582688536
DRK47,OUT010,489.41655160795943
FDU48,OUT018,1436.74659132279
FDY12,OUT045,790.5400192625484
NCN43,OUT018,1799.5166683674474
NCM55,OUT018,2905.388179067878
FDQ21,OUT027,3037.327979105965
FDX13,OUT035,4079.4030851375974
NCK30,OUT027,5413.401918222706
FDG20,OUT049,2584.04519036131
DRG27,OUT017,719.5465292336753
FDY14,OUT018,3839.5450349994217
FDP59,OUT035,1593.403380030277
FDU60,OUT017,3394.2613785712606
NCC18,OUT019,522.9527678870022
DRJ39,OUT017,4167.217118727281
FDS07,OUT049,2062.4758335439296
FDM08,OUT027,5753.149530163276
FDP51,OUT045,2080.0992775306668
FDU16,OUT035,1549.3201310016093
FDH12,OUT013,1716.4989917948728
DRE48,OUT010,489.48680894231063
NCL42,OUT027,5911.898940580201
FDR21,OUT045,2520.3253265427866
NCW29,OUT035,2061.512766201509
FDO11,OUT013,5110.293004191494
NCM31,OUT049,2216.087188318385
FDV35,OUT019,305.4535514728853
FDF58,OUT017,977.6541027648253
NCE43,OUT049,3039.5480892041287
FDA02,OUT035,2377.8877955229664
DRL37,OUT010,118.18945906744797
FDR24,OUT018,1312.1755163484145
FDW59,OUT049,1369.6114517324506
FDS22,OUT049,603.0839259871185
FDW24,OUT017,674.5167277443012
FDU24,OUT035,1668.8642895387766
FDA21,OUT027,5361.231753244118
FDW36,OUT018,1436.802858675977
FDU01,OUT018,3092.5772873695632
FDF35,OUT027,3284.991248985487
FDU43,OUT019,527.5787169856509
FDE24,OUT019,312.1777849076948
FDK50,OUT049,2525.49455592927
FDG31,OUT045,1070.4438187426956
FDC60,OUT045,1721.2239487174957
FDL36,OUT013,1469.3434184128757
FDP21,OUT013,3203.3591365119323
FDW16,OUT045,1294.3705010351637
FDX02,OUT017,3950.427243597512
FDQ58,OUT027,3757.8951230642115
FDT51,OUT046,1630.1206916533101
FDD59,OUT049,1246.1073785154515
NCM42,OUT018,1693.7099680897393
FDA57,OUT018,389.9738300831113
FDZ48,OUT035,1834.20620833852
FDE46,OUT045,2605.166985965622
NCZ30,OUT019,314.51250805245576
FDB56,OUT017,3044.293433676349
FDA25,OUT027,2548.1152069241502
FDD20,OUT013,2364.6445896510763
FDL25,OUT013,1447.6841475449144
NCO18,OUT049,2868.76256039379
FDJ45,OUT017,524.0758069773043
FDR12,OUT035,2896.6428413885
NCF19,OUT010,130.30005146396167
FDK25,OUT046,2908.785771107821
NCR17,OUT046,2159.346315250057
FDC52,OUT046,2243.698547398659
NCA54,OUT017,3213.226355855267
FDR45,OUT010,607.9303898533459
NCM19,OUT049,2082.29461341584
FDF39,OUT027,6564.107015704711
FDX23,OUT049,1485.356934121329
FDD58,OUT027,2490.000824930029
FDX28,OUT013,1785.4451987498153
NCD31,OUT013,2608.846069015048
FDU57,OUT018,2495.5641429144525
FDI27,OUT046,799.9747669359184
NCM42,OUT046,1796.6874133483386
FDD32,OUT027,2237.086718196951
FDI34,OUT013,3738.704180766016
NCM29,OUT049,2185.7904138773433
FDG46,OUT018,1674.7011783681526
DRC01,OUT010,117.03771244504112
FDB15,OUT027,5905.279647352837
NCA17,OUT027,3340.360445548179
FDF10,OUT046,2737.2439967191294
FDR26,OUT027,4793.381520310447
FDI02,OUT049,1674.1616833568255
NCM54,OUT010,279.46879371663357
FDF14,OUT013,2331.1228017855506
FDJ33,OUT010,250.8369596771913
FDM20,OUT035,4429.724942479979
FDC03,OUT027,5774.618910376547
NCX05,OUT046,1979.8197640838896
NCM41,OUT027,2522.1868340156007
NCU29,OUT010,433.0314290197282
FDQ59,OUT017,1153.3726273855468
FDH46,OUT010,195.23679118162872
FDH09,OUT013,809.8327151633468
NCD06,OUT045,717.0174956774742
FDC15,OUT035,2472.494105789173
DRD37,OUT027,975.6416882572148
FDT28,OUT027,4040.5881598291153
FDR28,OUT027,4522.238480726863
FDT38,OUT017,1217.6719522186083
FDV34,OUT027,1794.9696152157026
FDY52,OUT035,1109.144142760552
FDB34,OUT013,1367.763299490172
DRL23,OUT018,1348.9128355673997
DRB24,OUT046,2307.8813304729483
FDJ50,OUT046,900.1665739704612
FDQ49,OUT035,2710.5848941993963
FDP20,OUT035,1818.2909862062584
FDV19,OUT027,4738.436861176586
NCR54,OUT045,3149.323650330267
FDO09,OUT010,662.6873699607073
FDS57,OUT018,1513.4176097569032
FDN10,OUT049,1765.024800660528
FDV23,OUT049,1987.8409564217052
FDY28,OUT049,3577.071158209584
DRG51,OUT013,2487.913191486626
FDD45,OUT019,267.6505073061396
NCL18,OUT027,5218.217359642287
NCM29,OUT013,2158.1170591538366
FDF17,OUT027,5405.328498453741
FDE22,OUT017,3017.616898563847
FDQ22,OUT017,525.3463659908613
FDS01,OUT013,2848.635783811725
FDW35,OUT027,998.1076756134688
FDJ33,OUT046,2123.4447065856257
NCF54,OUT035,2912.956746082732
FDE09,OUT013,1426.2102566949097
NCE06,OUT045,2123.404356626288
DRH49,OUT049,1243.8304380050909
FDY43,OUT045,2793.3646672783702
NCT05,OUT017,4399.374150620671
FDZ34,OUT045,3586.3800393766533
FDL38,OUT017,1320.2802276174614
FDZ31,OUT017,2980.8369067093927
FDR14,OUT035,896.061416434858
NCN54,OUT049,1213.29994152258
NCC42,OUT027,3574.5883787520816
FDK08,OUT017,1684.29822945659
FDP59,OUT013,1633.2402191580363
FDV22,OUT035,2953.2476907681194
FDD33,OUT035,3893.0979342659434
DRE60,OUT027,5556.194279547477
FDK52,OUT046,4290.1338852717745
FDA02,OUT017,2213.9405356436605
FDM56,OUT049,1608.6106294003641
FDE57,OUT035,2192.567855922181
FDM32,OUT045,1287.6997783884947
NCQ30,OUT027,2796.383567497357
FDQ27,OUT027,2492.765763229623
FDT60,OUT027,3368.604378939881
FDU43,OUT049,4613.5516275526115
NCO55,OUT035,1787.5461184074218
FDG02,OUT045,2723.672313848604
FDJ28,OUT013,3182.7614458732824
FDP40,OUT045,1980.7319638214478
FDJ38,OUT045,2786.8942225269816
NCC54,OUT017,4165.2533453086435
NCZ41,OUT046,1936.8312142799707
FDK38,OUT019,437.50099831615665
FDU52,OUT013,2318.5115260226044
FDC40,OUT046,1303.4730006891857
NCR30,OUT017,1221.1524354281137
NCN18,OUT017,1873.5143933173442
FDB50,OUT035,1435.1263686571606
FDG04,OUT013,3093.664285794973
FDR26,OUT035,2509.6612770772676
NCT17,OUT018,2909.8211697046804
FDX35,OUT027,6031.312557372809
FDS12,OUT046,2373.038477439687
NCZ29,OUT027,3780.9176156604635
FDB38,OUT010,389.97097702057516
FDP12,OUT013,618.2059024130315
FDP22,OUT046,904.2169012982824
FDS26,OUT018,3858.794133827536
FDR52,OUT046,3339.8062791187153
DRJ13,OUT046,2794.33030839706
FDU48,OUT027,3342.5027370585785
FDE29,OUT035,1124.5511459875986
NCT29,OUT049,2101.972001356888
DRK37,OUT018,3092.457461098651
FDK55,OUT046,1253.0929599681372
FDR07,OUT046,1503.0196148944858
FDO21,OUT027,6730.100605156539
FDK46,OUT049,4823.844404765901
FDB12,OUT045,1594.9121102240406
FDT31,OUT027,4405.395159448625
FDJ33,OUT045,1969.6511988808065
FDC26,OUT027,3270.559332880815
NCQ02,OUT045,2706.2245542313244
FDP08,OUT010,566.2098250726626
FDB11,OUT027,5820.101983427554
FDV55,OUT013,2679.2525532613413
FDW20,OUT049,2278.764560837311
NCJ18,OUT019,394.1254727245973
FDC41,OUT018,1228.0023798116006
FDE14,OUT027,2614.9888226136673
FDG35,OUT013,2481.1405147961495
FDF45,OUT035,1106.7445443755935
FDS19,OUT027,1959.2653246037244
FDS58,OUT019,437.8240861932734
FDA26,OUT017,3896.2043800749716
FDM32,OUT049,1287.9767195424265
FDL45,OUT046,2153.6581727657604
FDZ55,OUT049,2770.087440596641
FDY37,OUT049,2290.918151358759
FDO46,OUT046,3036.686535879989
FDQ60,OUT046,2203.60910903199
FDA19,OUT018,1808.5639754363997
FDL15,OUT046,2819.0024609363068
FDM10,OUT018,3093.4365506807835
NCL05,OUT017,555.0994995484194
DRK49,OUT010,72.45751273247103
NCE18,OUT027,6904.097356814712
FDG40,OUT049,599.2023687904458
DRI59,OUT045,3979.8843769144723
FDK28,OUT035,5103.838441070566
NCD06,OUT019,125.91745353528466
FDO11,OUT019,454.5481727967275
FDK27,OUT046,2106.7914204362514
FDT43,OUT027,1296.2067083844345
FDD38,OUT018,1348.132874851906
FDA16,OUT049,4076.254300085314
FDL14,OUT027,3702.4493091461036
NCM17,OUT049,701.0044545598436
FDD20,OUT045,2214.021222062331
FDA40,OUT045,1372.458932110721
FDL43,OUT045,1309.641429637295
FDV15,OUT045,1948.1280214141714
FDE52,OUT046,1245.3414052222688
NCL17,OUT010,355.2020591132907
NCJ31,OUT045,3322.942785691977
FDR60,OUT045,1349.1016782306401
NCA18,OUT035,1574.669072268531
FDS21,OUT027,2059.838285556582
FDW09,OUT035,1351.5218951233528
FDL26,OUT035,2951.1530194764837
FDS47,OUT018,1246.7576397491712
FDC39,OUT046,3121.0964054292363
FDT51,OUT035,1729.5538913925627
FDK40,OUT035,4148.3116640994085
NCG19,OUT045,3298.6358752726737
FDZ07,OUT046,1056.0014108428852
FDF08,OUT027,2342.2747475367764
FDO04,OUT013,866.9210346575406
FDK41,OUT018,1255.59959147217
FDP15,OUT049,4755.753167200998
NCD43,OUT018,1465.011509696239
NCP18,OUT013,2526.6578318430816
FDZ51,OUT046,1532.3377243623952
DRH13,OUT035,1661.944559773312
FDF38,OUT045,537.554372223518
NCI43,OUT045,672.8325608866875
FDM38,OUT027,1847.3485879017169
FDS03,OUT013,1008.220415659961
DRJ47,OUT017,2781.76395464788
FDT50,OUT010,169.2728826447904
FDV02,OUT046,2840.0843827911767
NCG18,OUT017,1778.6928278101184
FDW52,OUT046,3220.1684917990437
FDS40,OUT035,584.8734513812022
FDN31,OUT017,2804.602478496429
FDA37,OUT045,1904.5827789898644
FDA15,OUT046,4685.603834250611
FDL39,OUT046,2836.5816835246183
FDJ53,OUT045,1651.0762968322165
FDX22,OUT013,3476.752992172051
NCZ42,OUT045,4172.747808245212
FDD56,OUT027,4413.784709856086
FDD40,OUT017,3358.823807697752
FDS50,OUT013,3935.6023994317843
NCN14,OUT013,3224.928485900809
FDT15,OUT013,3276.5210173751166
NCS18,OUT027,2388.1520865887746
NCO26,OUT010,278.7101303104068
FDF58,OUT018,736.9737579107415
NCB19,OUT013,1538.2103137766521
FDH26,OUT017,2039.0693712400503
DRB24,OUT027,3461.7332306041144
FDA49,OUT018,1210.0843569210183
FDB32,OUT045,1611.7876464390934
FDI36,OUT017,3494.411009109121
NCA17,OUT010,314.6093687914689
FDH22,OUT013,2241.795783459077
NCM26,OUT018,2457.8259683672673
FDT15,OUT027,4874.980775199354
FDB16,OUT018,1134.0936922443354
NCP54,OUT027,3542.443825400451
FDJ36,OUT013,1631.1444570939877
FDO28,OUT045,2124.670790603715
FDU09,OUT013,745.5786569781277
FDF29,OUT017,2327.3813326571753
FDY08,OUT013,2253.465319869157
DRJ59,OUT018,386.5145943215148
FDT23,OUT027,2061.845382299272
FDU15,OUT018,361.17638403831467
FDT47,OUT013,1552.2217054534542
FDI53,OUT019,463.87292848036003
FDR59,OUT018,3609.983304542539
FDD53,OUT035,573.9949740164449
FDY51,OUT017,3751.2405368537075
FDT04,OUT049,550.3176023703327
FDU51,OUT049,3452.4822118962993
FDG14,OUT035,2682.6772700071747
NCU06,OUT045,4396.048995080211
DRG25,OUT046,3749.24732963497
DRH49,OUT035,1184.830103262391
FDN15,OUT035,2260.161411369576
FDL43,OUT018,1192.5414884771012
NCT18,OUT049,3630.642138571945
NCB31,OUT013,3584.603404249434
FDK57,OUT035,1981.318247708154
FDY04,OUT019,415.2984559086296
NCP54,OUT046,2256.815100610437
FDF41,OUT013,4049.4119760398257
FDM01,OUT045,1851.5883157216817
FDW03,OUT045,1880.2777366595521
FDF28,OUT045,1966.055569729072
FDY37,OUT017,2368.7572637402004
FDQ03,OUT017,4418.653673724967
FDP51,OUT027,2847.963877884631
FDJ40,OUT017,1751.9491814982644
FDC32,OUT049,1310.7207102520804
DRI49,OUT027,2309.9130922798304
NCW54,OUT017,877.1995830596854
FDF09,OUT017,609.9772160524891
FDP45,OUT018,2947.067554764106
DRJ23,OUT018,3241.8636926062463
FDS59,OUT017,1826.310749471423
FDY08,OUT046,2170.907761887179
FDX16,OUT049,2794.2099330995416
FDY16,OUT018,3280.587589291483
FDK32,OUT035,2850.304283427931
FDQ22,OUT013,585.229700927391
NCC31,OUT018,2550.926195044225
FDG58,OUT049,2277.590888190842
DRF48,OUT013,3049.8757353863284
DRH36,OUT049,1160.159387825683
NCR30,OUT035,1188.9003042667782
FDB03,OUT019,566.9757492008077
FDZ28,OUT027,3274.9507333463557
FDR35,OUT017,3059.389117475923
DRD15,OUT027,5463.666074525744
FDJ33,OUT019,301.37989371019546
FDA56,OUT010,248.2002668920922
FDP56,OUT046,709.4785853830316
NCT30,OUT046,741.1850082591519
FDK15,OUT017,1848.7483055356704
FDH44,OUT018,2199.379276638637
FDV01,OUT013,2571.3895073297003
DRG03,OUT017,2306.5820914472147
FDR16,OUT010,619.0475469827787
FDZ60,OUT046,1550.0177535386401
DRG03,OUT045,2531.4625182294676
FDS56,OUT018,3609.9954524203695
FDU33,OUT045,874.1276787755233
DRD27,OUT035,1432.730291860689
FDW22,OUT046,3610.1050867117983
DRA24,OUT045,2736.297538237928
FDF38,OUT049,566.5977357865593
FDX48,OUT013,2980.039417315069
FDS58,OUT018,2729.4288214113385
FDC32,OUT046,1348.6313006444777
NCQ29,OUT045,3564.5420712762675
DRK39,OUT018,1289.5985651645565
NCS38,OUT017,1800.1889034894416
DRO47,OUT013,1582.878468998626
DRG27,OUT027,999.8104502257861
FDC57,OUT027,5973.52360974644
FDS55,OUT046,2671.164276025513
NCJ06,OUT018,1904.9801715014707
FDO01,OUT019,275.84500630569795
NCM55,OUT045,2745.205520751681
FDC52,OUT049,2368.2515967033632
FDQ15,OUT045,1534.425207908498
NCT30,OUT027,1353.7439440747155
NCR42,OUT027,944.5941390308385
FDD28,OUT035,756.0632377813776
FDQ34,OUT049,1662.6378319383962
FDZ12,OUT027,3563.448381032459
DRE13,OUT019,200.53060758770073
NCN07,OUT019,300.83958064875355
FDM28,OUT035,2838.1964069023666
FDI10,OUT017,2786.8546747446376
FDQ25,OUT013,2756.95763881189
FDA38,OUT010,658.7481117415698
DRI13,OUT049,3303.377459110835
FDY20,OUT027,2620.6080766870223
NCZ53,OUT035,3076.1333488627356
NCM31,OUT013,2571.6908365022764
DRB01,OUT017,3445.951555985617
DRF37,OUT046,4545.951450833882
NCF42,OUT049,2679.0636927917376
FDF16,OUT018,2362.7242315602434
FDB41,OUT013,752.2374138190794
FDR34,OUT013,4373.12053343665
FDR15,OUT018,2529.465375510548
NCV42,OUT019,298.37374276541686
FDW51,OUT035,4070.9976244506493
FDU36,OUT017,1608.495120090783
FDX60,OUT049,1351.2400253557312
FDY03,OUT035,1955.4009237739192
FDW55,OUT045,3960.5723619999517
FDT01,OUT010,593.1061926221128
FDG58,OUT013,2252.208029730938
FDK21,OUT017,4839.803697263778
NCS41,OUT019,463.33284391063575
FDS10,OUT045,3207.7670926643423
NCT53,OUT046,2289.533499479156
FDJ28,OUT018,2768.306573659989
FDX44,OUT045,1206.3811548650222
FDT20,OUT018,409.617157110322
FDO44,OUT017,1844.9700965821305
NCX17,OUT049,3529.779833785915
FDY01,OUT017,2189.68248781311
FDJ12,OUT027,5785.214024984438
DRK35,OUT018,470.696844258563
FDD47,OUT019,373.9397128818347
NCM53,OUT035,1616.7573939615254
FDO45,OUT013,1180.3134579458076
NCM42,OUT010,261.14683361339877
FDE04,OUT046,2880.164223894412
NCI30,OUT027,6147.304549992767
FDZ19,OUT013,2563.0310918904356
FDW57,OUT013,3119.2901557713694
FDA25,OUT013,1571.133682980077
FDT22,OUT046,912.3983765284378
FDP51,OUT013,2354.5374211118383
FDD48,OUT027,2939.5185208628754
FDY39,OUT035,3442.5087767876116
FDO48,OUT010,627.6820561228074
FDD23,OUT027,4896.343175404341
DRN35,OUT027,822.1156892992709
FDT01,OUT035,2963.4510109782295
FDC20,OUT010,166.56517012837588
DRJ35,OUT035,913.5605778767542
FDB32,OUT046,1478.8748583734096
FDL24,OUT046,3135.5051264470794
NCV42,OUT035,1782.6419693458524
FDZ46,OUT046,1734.7166022468393
FDC15,OUT013,2457.316267072214
FDD08,OUT019,64.22694778909027
FDY50,OUT049,1323.24707112511
FDD36,OUT013,2112.3063416029117
FDL21,OUT018,389.7202631811272
FDN16,OUT027,2630.156235282787
FDS01,OUT010,490.3334531669888
FDV33,OUT017,4534.989921211012
DRE12,OUT017,1560.4043792598206
FDR07,OUT013,1416.859061621184
FDP48,OUT010,400.31106774736884
NCB55,OUT035,939.5675141547811
FDQ08,OUT013,751.5040522577995
FDR34,OUT035,5001.468360184518
FDO33,OUT046,1567.543981642601
FDP13,OUT045,809.8909161202673
FDX12,OUT049,3611.8431056393188
NCT06,OUT049,2674.094061822612
FDR16,OUT019,644.5386445994216
FDE36,OUT046,2679.5295901585687
FDZ36,OUT049,3863.9561972972933
FDV13,OUT045,1223.2716453028252
NCZ17,OUT035,613.895769230307
FDU56,OUT045,2952.275665129328
FDM09,OUT035,2746.9420537213014
FDV02,OUT017,2970.5763964749035
FDS34,OUT018,1535.3820554321549
FDA11,OUT049,1653.8987645796253
FDP09,OUT017,4342.943516860932
FDB29,OUT027,2772.592405358978
FDT19,OUT017,3278.1886159206324
DRH15,OUT017,708.5679727747623
FDY38,OUT046,3782.0749023575845
FDF14,OUT027,3180.101847220765
FDN48,OUT010,189.36442902775622
FDQ12,OUT013,4157.772973446132
NCJ43,OUT045,2633.1673050587306
FDE17,OUT019,329.47030349270227
FDB05,OUT035,4392.511731944124
FDH10,OUT045,2027.0397153440433
NCR06,OUT017,668.2842187203959
FDU32,OUT018,1763.3874190297547
FDD56,OUT049,3088.2947743239215
FDO36,OUT018,3185.1037892091026
FDH16,OUT010,188.97959202946214
FDX10,OUT018,431.52648951098905
FDZ37,OUT017,1292.6760797759564
FDU31,OUT010,551.8574509557809
DRC49,OUT049,2235.386431447379
FDL15,OUT045,3046.989547063492
FDN32,OUT019,414.456259276444
DRH59,OUT027,1874.7473002673
NCU29,OUT049,2512.962852421093
FDR37,OUT019,495.99856017115076
FDS14,OUT018,2367.8906682915713
FDU02,OUT027,6197.28608541541
FDJ08,OUT035,3407.672413993526
NCZ06,OUT045,3523.8024445054366
FDO31,OUT049,1570.7828003430113
FDH31,OUT018,1338.961352516625
FDS58,OUT017,2943.203006345371
NCA53,OUT027,1165.0462315533405
FDF50,OUT046,2713.514326323993
NCW42,OUT049,3608.1509665118483
NCQ17,OUT045,2388.7223054495794
FDK51,OUT018,3911.7213539082427
NCW41,OUT010,390.353226788183
NCR29,OUT017,771.260549692802
FDB08,OUT019,370.15042141138804
FDA40,OUT027,2456.710126720413
FDL14,OUT018,2502.9529283307484
FDB47,OUT046,3946.3420333399986
FDO03,OUT035,4159.022474845048
DRK13,OUT019,469.6876867460389
FDX13,OUT010,418.25220063031253
FDF52,OUT046,3420.3416090261767
FDT11,OUT013,3066.081311077841
FDB08,OUT013,2581.1433613484833
FDQ28,OUT018,2501.1481606577654
FDD29,OUT045,4686.5535176134645
NCQ29,OUT027,6039.862023214645
NCO02,OUT013,851.6256965099521
FDR56,OUT010,513.8988736591491
NCM54,OUT049,2017.6411082083573
FDP51,OUT035,1937.1334813987714
FDT38,OUT013,1186.3772880542515
FDZ20,OUT018,2893.089437110422
FDJ53,OUT013,1934.883693976651
FDX13,OUT049,4506.741784614209
FDP58,OUT035,3620.1620668775663
NCK31,OUT019,142.86280564378228
FDA35,OUT018,1600.6947130585556
FDV37,OUT018,2812.138455660714
NCO07,OUT027,6101.210369106884
FDA20,OUT045,3245.689761676326
FDZ59,OUT035,2292.042844164049
NCY17,OUT017,719.279426607125
FDQ28,OUT035,2647.124127549615
FDV35,OUT017,2671.203429796409
FDQ36,OUT013,487.82753530212614
FDD34,OUT018,2440.177777367843
FDK51,OUT045,4166.585971890539
FDV31,OUT035,2807.5784310727877
FDR04,OUT035,1597.7004812942635
FDR14,OUT049,889.0115179564647
DRC36,OUT010,410.68920001575003
FDE39,OUT019,319.66657121282975
FDP57,OUT049,1563.8484437294333
FDE57,OUT046,2352.73099886576
NCN18,OUT046,1660.7633972275835
NCQ05,OUT018,2431.1818606193565
FDW47,OUT035,1915.2589710172633
FDV46,OUT035,2555.6586393586504
NCP29,OUT045,1003.288229061807
FDE09,OUT018,1587.1772376285676
NCU06,OUT027,6275.694030590254
FDT19,OUT010,379.55304651702954
DRF15,OUT017,2500.205804262478
DRI51,OUT013,2704.7150999689698
NCX54,OUT013,1695.9846301954992
DRE01,OUT013,3606.6938675018496
NCB07,OUT045,2969.211863924362
FDU50,OUT035,1531.8844567985166
FDG40,OUT035,559.0152747919675
FDW10,OUT018,2506.464954139325
FDX51,OUT013,2910.30914743977
NCP17,OUT045,1005.422498672113
FDP21,OUT035,3109.4442738565535
FDL04,OUT045,1501.1955505592348
FDV23,OUT013,2044.2750267753456
FDF24,OUT046,1442.799764046669
FDH56,OUT027,2942.5740677320223
FDB51,OUT049,868.6320971802298
FDI58,OUT027,2359.217786737696
FDR20,OUT013,761.1903599260231
FDC51,OUT018,1891.1061959260273
FDB16,OUT027,2111.2953475267004
FDE40,OUT049,888.6098765284573
NCM17,OUT035,718.1326794107916
FDU56,OUT035,2927.7490147685808
FDS32,OUT019,346.24653584480376
FDX02,OUT049,3928.7717737736766
FDT39,OUT027,4420.280632406724
FDE35,OUT017,743.932115278445
NCI42,OUT019,536.5088157904047
DRL23,OUT046,1662.5933474808155
FDA10,OUT046,1646.1274372667567
FDA11,OUT013,1421.6842005082074
NCM06,OUT046,2324.160732022605
NCT05,OUT035,4050.373395941572
NCQ02,OUT010,432.8820607453528
NCY06,OUT049,2342.965908600031
FDY56,OUT035,4598.424202517074
FDL02,OUT035,1613.8157396861561
NCI06,OUT035,3345.488207580039
FDQ14,OUT045,2453.1072745057954
FDQ12,OUT017,4218.157474533214
FDP36,OUT046,738.1111340346056
FDK21,OUT027,7318.267621219703
FDO40,OUT045,2852.6578247827883
NCK54,OUT019,316.88212038828755
FDY09,OUT018,2798.3771509366065
NCW30,OUT049,3735.5916783941334
NCC55,OUT027,891.1303774253399
FDE58,OUT018,1557.4807768289518
FDR39,OUT013,3569.5957938005636
FDU28,OUT049,3055.1432886951975
FDH08,OUT017,3491.112492983267
FDG35,OUT045,2911.1474910181155
FDG22,OUT049,549.419686126213
FDC34,OUT035,2594.848613919075
FDP15,OUT018,3327.9214738473406
FDK34,OUT010,597.7552016134421
FDU45,OUT035,1907.6018479979177
FDQ04,OUT027,953.1754935436187
FDX22,OUT018,3066.7273915996116
FDB45,OUT017,1732.7602548952957
NCH43,OUT027,5318.1902414099295
DRE60,OUT046,3536.2204146523895
FDD17,OUT027,6510.557599161767
NCM54,OUT017,2009.7009372124094
NCH55,OUT013,1934.7414335469985
NCT06,OUT017,2704.761544776085
FDA48,OUT027,5767.990171503084
FDY58,OUT027,6595.659006308956
FDO25,OUT045,3552.374297115639
FDN50,OUT045,1608.6168564293284
FDH35,OUT035,2638.1082729765567
FDK09,OUT045,4299.762001607963
FDO16,OUT013,1612.4436391753566
FDW11,OUT045,1054.7004522391503
FDU47,OUT027,3725.7170742998333
NCQ42,OUT010,268.140103544359
FDK55,OUT027,2544.4355863790884
FDN08,OUT049,1918.686915294218
FDT57,OUT045,4294.698782969821
FDJ12,OUT018,3330.2698742322577
DRL59,OUT017,826.7440611677524
NCN53,OUT046,601.1921040067701
FDO51,OUT010,100.40071874254258
FDK56,OUT017,3195.5328084878684
FDY12,OUT035,910.3817299587511
FDU15,OUT035,532.1899520902102
FDQ19,OUT046,3692.504304131785
DRF15,OUT045,2508.6359337552685
DRE25,OUT019,229.74257312701718
FDK57,OUT018,1957.4905815416816
FDD33,OUT010,616.4189159910818
FDR34,OUT027,6844.013716571405
FDU04,OUT045,1997.1432690307506
FDE35,OUT019,166.08323274877196
NCD31,OUT035,3019.1869132565116
FDJ56,OUT035,1988.5672629794906
NCU53,OUT046,2204.5684095574707
FDD39,OUT035,3137.2107193913857
NCU17,OUT019,224.59298487844956
FDJ20,OUT046,1721.0912355459582
NCW41,OUT018,2610.363415894735
